波长nm	计数count
517.66	4447
517.7	4888
517.75	4438
517.79	4997
517.83	4603
517.88	5451
517.92	4492
517.96	4425
518	5290
518.05	4171
518.09	4827
518.13	4418
518.18	3900
518.22	4209
518.26	4739
518.31	4211
518.35	3919
518.39	3996
518.44	4116
518.48	5621
518.52	4887
518.56	4701
518.61	4492
518.65	4684
518.69	3666
518.74	4009
518.78	3944
518.82	4366
518.86	4546
518.91	3941
518.95	3674
518.99	4996
519.04	4081
519.08	4111
519.12	3552
519.16	4073
519.21	4146
519.25	3704
519.29	4225
519.34	3376
519.38	3948
519.42	3565
519.46	3892
519.51	3762
519.55	3938
519.59	3444
519.63	3704
519.68	3826
519.72	3755
519.76	4123
519.81	3540
519.85	4818
519.89	3883
519.93	3101
519.98	3855
520.02	3182
520.06	3347
520.1	4107
520.15	4434
520.19	3923
520.23	4111
520.27	3905
520.32	3463
520.36	4071
520.4	3675
520.44	3437
520.49	3424
520.53	4583
520.57	3469
520.61	3515
520.66	3784
520.7	3848
520.74	4537
520.78	3946
520.83	3863
520.87	3290
520.91	3334
520.95	3674
520.99	3801
521.04	3867
521.08	4167
521.12	3883
521.16	3227
521.21	4500
521.25	4307
521.29	4031
521.33	3377
521.37	6005
521.42	4084
521.46	3867
521.5	3107
521.54	4528
521.59	3876
521.63	5034
521.67	3857
521.71	3473
521.75	3452
521.8	4004
521.84	4431
521.88	3542
521.92	4144
521.96	3950
522.01	3754
522.05	3561
522.09	3511
522.13	3808
522.17	3871
522.22	3931
522.26	4182
522.3	4197
522.34	3668
522.38	4137
522.43	3509
522.47	3919
522.51	3468
522.55	3786
522.59	3710
522.64	4670
522.68	3561
522.72	3258
522.76	3805
522.8	3861
522.84	3827
522.89	4006
522.93	4067
522.97	3818
523.01	4030
523.05	3901
523.09	3381
523.14	3595
523.18	3445
523.22	4317
523.26	4188
523.3	3392
523.34	4143
523.39	3312
523.43	4586
523.47	3856
523.51	3626
523.55	3773
523.59	3892
523.64	4107
523.68	3088
523.72	3059
523.76	3454
523.8	3760
523.84	3689
523.88	4494
523.93	4103
523.97	4081
524.01	3416
524.05	4182
524.09	4231
524.13	4039
524.17	3600
524.22	3326
524.26	3097
524.3	3551
524.34	5105
524.38	3876
524.42	3821
524.46	3604
524.51	4299
524.55	4122
524.59	3686
524.63	3464
524.67	3242
524.71	3911
524.75	3817
524.79	3591
524.84	3472
524.88	3503
524.92	3557
524.96	3926
525	3057
525.04	3336
525.08	3665
525.12	3554
525.16	3133
525.21	5348
525.25	4656
525.29	3502
525.33	3605
525.37	3370
525.41	3892
525.45	3356
525.49	3857
525.53	4112
525.58	4347
525.62	3642
525.66	3414
525.7	3702
525.74	3688
525.78	3225
525.82	4057
525.86	3725
525.9	4029
525.94	4618
525.98	4960
526.03	4848
526.07	3502
526.11	3862
526.15	3337
526.19	3280
526.23	3786
526.27	3617
526.31	3341
526.35	4210
526.39	3380
526.43	3439
526.47	3236
526.51	4420
526.56	3549
526.6	3970
526.64	3533
526.68	3420
526.72	4436
526.76	5522
526.8	3163
526.84	3976
526.88	4078
526.92	4218
526.96	3363
527	3809
527.04	3926
527.08	4133
527.12	4571
527.16	3931
527.2	3634
527.25	4199
527.29	3866
527.33	3329
527.37	3621
527.41	3623
527.45	2981
527.49	3673
527.53	3870
527.57	3646
527.61	4537
527.65	3652
527.69	3356
527.73	3539
527.77	3531
527.81	3674
527.85	4100
527.89	3796
527.93	4551
527.97	4561
528.01	3537
528.05	4878
528.09	3604
528.13	4075
528.17	4642
528.21	3408
528.25	4245
528.29	4538
528.33	3991
528.37	3439
528.41	3686
528.45	3308
528.49	3919
528.53	2969
528.57	4453
528.61	3341
528.66	3936
528.7	4045
528.74	4144
528.78	3552
528.82	5310
528.86	3786
528.9	4250
528.94	3702
528.98	3530
529.02	3897
529.06	4391
529.09	4531
529.13	3593
529.17	3919
529.21	3612
529.25	3461
529.29	3727
529.33	3840
529.37	5171
529.41	4084
529.45	3894
529.49	3313
529.53	3930
529.57	4399
529.61	4594
529.65	3823
529.69	3412
529.73	3605
529.77	3841
529.81	3431
529.85	3943
529.89	4096
529.93	3326
529.97	3566
530.01	4055
530.05	3547
530.09	4180
530.13	3187
530.17	4323
530.21	3655
530.25	3529
530.29	3748
530.33	4393
530.37	3125
530.41	4305
530.45	4254
530.49	4212
530.52	3582
530.56	3968
530.6	4180
530.64	3973
530.68	4000
530.72	3541
530.76	3698
530.8	4094
530.84	3538
530.88	3960
530.92	3838
530.96	4717
531	4491
531.04	3427
531.08	4360
531.12	3969
531.15	3412
531.19	3669
531.23	3539
531.27	4062
531.31	3756
531.35	4154
531.39	4356
531.43	3797
531.47	3911
531.51	3476
531.55	3719
531.59	3366
531.63	3572
531.66	3405
531.7	3680
531.74	3681
531.78	4375
531.82	4568
531.86	3740
531.9	3542
531.94	3646
531.98	3593
532.02	4536
532.06	3550
532.09	3681
532.13	4033
532.17	4278
532.21	4026
532.25	3869
532.29	4542
532.33	3926
532.37	4003
532.41	4413
532.45	3710
532.48	4651
532.52	4669
532.56	4185
532.6	3814
532.64	4293
532.68	4351
532.72	3718
532.76	3494
532.79	3905
532.83	3902
532.87	3357
532.91	3543
532.95	3979
532.99	4654
533.03	4587
533.07	4112
533.1	3223
533.14	4183
533.18	3767
533.22	3493
533.26	3736
533.3	3655
533.34	3911
533.37	3907
533.41	3956
533.45	3866
533.49	3955
533.53	3641
533.57	4019
533.61	3524
533.64	3889
533.68	4327
533.72	4188
533.76	3905
533.8	3906
533.84	3968
533.88	4099
533.91	4468
533.95	4298
533.99	3595
534.03	4256
534.07	3681
534.11	4536
534.14	3791
534.18	4137
534.22	3852
534.26	3612
534.3	3550
534.34	3243
534.37	3650
534.41	3470
534.45	5556
534.49	3483
534.53	4235
534.57	3647
534.6	3983
534.64	3886
534.68	3607
534.72	4477
534.76	3853
534.79	4937
534.83	4167
534.87	3147
534.91	4504
534.95	4424
534.99	4084
535.02	3975
535.06	3623
535.1	4160
535.14	3208
535.18	3792
535.21	3445
535.25	3079
535.29	4156
535.33	3894
535.37	3734
535.4	4784
535.44	5791
535.48	4702
535.52	4511
535.55	3933
535.59	3944
535.63	4829
535.67	3397
535.71	5005
535.74	3626
535.78	3796
535.82	3960
535.86	3292
535.9	3812
535.93	4139
535.97	4408
536.01	4400
536.05	4530
536.08	3356
536.12	4027
536.16	3564
536.2	3838
536.23	3771
536.27	3242
536.31	2975
536.35	3424
536.39	3485
536.42	3889
536.46	3705
536.5	3539
536.54	4490
536.57	3620
536.61	3878
536.65	4518
536.69	4161
536.72	3919
536.76	4008
536.8	3731
536.84	3899
536.87	3850
536.91	3827
536.95	3916
536.99	3309
537.02	3937
537.06	3727
537.1	4185
537.14	3810
537.17	3264
537.21	3760
537.25	4249
537.28	4450
537.32	3713
537.36	4556
537.4	3766
537.43	3174
537.47	4003
537.51	3898
537.55	3962
537.58	4217
537.62	4313
537.66	3835
537.69	3593
537.73	3755
537.77	4252
537.81	3496
537.84	3813
537.88	3504
537.92	4163
537.95	5068
537.99	3980
538.03	4482
538.07	3836
538.1	4357
538.14	4070
538.18	3410
538.21	3151
538.25	3300
538.29	3500
538.32	3627
538.36	4067
538.4	3081
538.44	3488
538.47	4106
538.51	3611
538.55	3833
538.58	3704
538.62	3586
538.66	3757
538.69	3283
538.73	4524
538.77	3902
538.8	3915
538.84	3902
538.88	3571
538.91	3170
538.95	4411
538.99	3481
539.03	3833
539.06	3201
539.1	3361
539.14	3551
539.17	2948
539.21	3402
539.25	3520
539.28	3834
539.32	3497
539.36	3038
539.39	3973
539.43	4270
539.46	3911
539.5	3544
539.54	3429
539.57	3480
539.61	4231
539.65	3197
539.68	3790
539.72	3610
539.76	3606
539.79	4121
539.83	3676
539.87	3761
539.9	3619
539.94	3185
539.98	3622
540.01	3524
540.05	4508
540.08	3485
540.12	4156
540.16	3417
540.19	3744
540.23	4028
540.27	4482
540.3	3378
540.34	3860
540.38	4060
540.41	3860
540.45	4055
540.48	3661
540.52	3962
540.56	3696
540.59	3156
540.63	4697
540.67	3184
540.7	3321
540.74	4642
540.77	3956
540.81	3164
540.85	3334
540.88	4068
540.92	4219
540.95	3602
540.99	3714
541.03	3763
541.06	3292
541.1	3433
541.13	3591
541.17	4073
541.21	4293
541.24	4260
541.28	3806
541.31	3457
541.35	3336
541.39	3498
541.42	3504
541.46	3563
541.49	3642
541.53	3640
541.57	4283
541.6	3518
541.64	3387
541.67	3283
541.71	3080
541.74	3203
541.78	3673
541.82	3575
541.85	3525
541.89	3524
541.92	3899
541.96	3546
541.99	2955
542.03	3396
542.07	3528
542.1	3331
542.14	3799
542.17	3471
542.21	3374
542.24	3628
542.28	4095
542.32	3203
542.35	3667
542.39	3615
542.42	3848
542.46	3491
542.49	4157
542.53	3075
542.56	2809
542.6	3492
542.64	4453
542.67	3370
542.71	2747
542.74	4196
542.78	3760
542.81	3464
542.85	4585
542.88	2995
542.92	3684
542.95	3196
542.99	3602
543.02	2828
543.06	3107
543.1	3474
543.13	4344
543.17	3579
543.2	4036
543.24	3407
543.27	3197
543.31	3000
543.34	2973
543.38	3530
543.41	3533
543.45	3896
543.48	3132
543.52	3930
543.55	3445
543.59	4480
543.62	3406
543.66	4212
543.69	3595
543.73	3234
543.76	3758
543.8	5099
543.83	3852
543.87	3811
543.9	3271
543.94	3467
543.97	3193
544.01	3268
544.04	3605
544.08	4187
544.11	3869
544.15	3584
544.18	4206
544.22	3694
544.25	3705
544.29	4120
544.32	3494
544.36	3255
544.39	3587
544.43	4386
544.46	3016
544.5	3727
544.53	3329
544.57	3079
544.6	3261
544.64	3858
544.67	2811
544.71	3516
544.74	4029
544.78	4084
544.81	3441
544.84	3553
544.88	3566
544.91	3094
544.95	2990
544.98	3384
545.02	2974
545.05	3009
545.09	4431
545.12	3697
545.16	3760
545.19	3803
545.23	3312
545.26	3771
545.29	3260
545.33	4872
545.36	3865
545.4	3400
545.43	3787
545.47	3754
545.5	3152
545.54	3636
545.57	3674
545.6	4023
545.64	3641
545.67	3724
545.71	3856
545.74	4021
545.78	4123
545.81	4136
545.84	4508
545.88	3336
545.91	3202
545.95	3159
545.98	3390
546.02	3664
546.05	3716
546.08	3863
546.12	3721
546.15	2863
546.19	3120
546.22	3896
546.26	3931
546.29	2936
546.32	4091
546.36	3600
546.39	3786
546.43	3649
546.46	3348
546.49	3403
546.53	2948
546.56	3359
546.6	3386
546.63	3716
546.66	3853
546.7	3692
546.73	3945
546.77	3437
546.8	3360
546.83	3910
546.87	2966
546.9	4228
546.94	3200
546.97	3902
547	3071
547.04	3119
547.07	3372
547.1	5156
547.14	2917
547.17	3545
547.21	3191
547.24	3510
547.27	3442
547.31	3628
547.34	3334
547.37	3895
547.41	4545
547.44	3881
547.48	3386
547.51	3911
547.54	3259
547.58	3048
547.61	3628
547.64	2959
547.68	3613
547.71	3439
547.74	3424
547.78	3404
547.81	3853
547.85	3216
547.88	3621
547.91	3474
547.95	3632
547.98	3368
548.01	3824
548.05	3572
548.08	3463
548.11	3534
548.15	2966
548.18	3196
548.21	3158
548.25	3793
548.28	3685
548.31	3717
548.35	3688
548.38	4771
548.41	3666
548.45	4136
548.48	4508
548.51	3930
548.55	4197
548.58	4295
548.61	2842
548.65	3556
548.68	3343
548.71	3370
548.75	3245
548.78	2959
548.81	3468
548.85	4381
548.88	4833
548.91	3632
548.95	3035
548.98	4540
549.01	3634
549.04	3388
549.08	3070
549.11	3457
549.14	3604
549.18	5119
549.21	3976
549.24	3319
549.28	3130
549.31	4024
549.34	3087
549.37	3658
549.41	3275
549.44	3043
549.47	3594
549.51	3659
549.54	3105
549.57	3143
549.6	3649
549.64	4159
549.67	3725
549.7	4326
549.74	3433
549.77	3524
549.8	3205
549.83	4000
549.87	3671
549.9	4562
549.93	3598
549.97	3480
550	3546
550.03	3647
550.06	3711
550.1	3683
550.13	3296
550.16	3307
550.19	2867
550.23	4219
550.26	3573
550.29	3678
550.32	3153
550.36	2981
550.39	3797
550.42	3864
550.45	3705
550.49	3522
550.52	4360
550.55	4106
550.58	4180
550.62	3576
550.65	2685
550.68	3764
550.71	3951
550.75	3390
550.78	3976
550.81	3594
550.84	2948
550.88	3039
550.91	3155
550.94	3192
550.97	3197
551.01	3118
551.04	3565
551.07	2735
551.1	3700
551.13	3702
551.17	4207
551.2	2796
551.23	2811
551.26	3444
551.3	3245
551.33	3355
551.36	3884
551.39	3083
551.42	3580
551.46	3584
551.49	3007
551.52	3030
551.55	3785
551.58	3440
551.62	3610
551.65	3391
551.68	3437
551.71	3006
551.74	3202
551.78	3053
551.81	2941
551.84	3056
551.87	3427
551.9	3275
551.94	3726
551.97	3296
552	3366
552.03	3227
552.06	3035
552.1	3617
552.13	3400
552.16	3907
552.19	3191
552.22	3533
552.25	2762
552.29	2904
552.32	2667
552.35	3357
552.38	3418
552.41	4123
552.45	3902
552.48	4247
552.51	3340
552.54	3957
552.57	4153
552.6	3213
552.64	3497
552.67	3440
552.7	3286
552.73	3614
552.76	3500
552.79	3480
552.82	3200
552.86	3523
552.89	3593
552.92	3914
552.95	4614
552.98	3600
553.01	3417
553.05	4260
553.08	2865
553.11	3547
553.14	3412
553.17	3622
553.2	3900
553.23	2956
553.26	4533
553.3	3742
553.33	4471
553.36	3154
553.39	3408
553.42	3108
553.45	3679
553.48	3657
553.52	4505
553.55	4620
553.58	3286
553.61	3369
553.64	3182
553.67	3038
553.7	3436
553.73	3353
553.76	4314
553.8	3665
553.83	4407
553.86	3604
553.89	3744
553.92	3423
553.95	3444
553.98	3349
554.01	3732
554.04	3552
554.08	3065
554.11	3324
554.14	3382
554.17	3554
554.2	3682
554.23	4964
554.26	3904
554.29	4175
554.32	4021
554.35	4127
554.39	4386
554.42	2892
554.45	3211
554.48	3334
554.51	3837
554.54	3033
554.57	4134
554.6	4323
554.63	3151
554.66	2978
554.69	3680
554.72	3387
554.75	3067
554.79	3595
554.82	3729
554.85	3192
554.88	3053
554.91	2985
554.94	2849
554.97	3766
555	2950
555.03	3704
555.06	3750
555.09	3718
555.12	2975
555.15	2759
555.18	4582
555.21	3681
555.24	3043
555.28	3417
555.31	3561
555.34	2767
555.37	3076
555.4	3107
555.43	3506
555.46	3316
555.49	3945
555.52	2820
555.55	3497
555.58	3147
555.61	4132
555.69	4051
555.76	3506
555.83	3827
555.91	3351
555.98	3962
556.05	3359
556.13	4683
556.2	4133
556.28	4973
556.35	3911
556.42	4121
556.5	4703
556.57	4026
556.65	3064
556.72	3961
556.79	3746
556.87	3437
556.94	4379
557.01	3816
557.09	4920
557.16	4623
557.23	3590
557.31	4035
557.38	4146
557.46	4304
557.53	4015
557.6	5051
557.68	3971
557.75	4303
557.82	4024
557.9	4945
557.97	4163
558.04	3419
558.12	4605
558.19	4858
558.26	4122
558.34	4405
558.41	3799
558.48	4266
558.56	4065
558.63	5493
558.7	3802
558.78	4499
558.85	4305
558.92	4040
559	4558
559.07	3709
559.14	4159
559.22	4046
559.29	4040
559.36	4315
559.44	3668
559.51	3933
559.58	4039
559.66	4792
559.73	4231
559.8	4082
559.88	4306
559.95	5107
560.02	4050
560.1	4823
560.17	4555
560.24	3693
560.32	3919
560.39	4501
560.46	3955
560.53	4469
560.61	4798
560.68	4879
560.75	4380
560.83	4439
560.9	4566
560.97	4343
561.05	5689
561.12	5266
561.19	4743
561.26	4091
561.34	4197
561.41	4078
561.48	4365
561.56	4315
561.63	4135
561.7	4410
561.77	3815
561.85	4624
561.92	4587
561.99	4753
562.06	4465
562.14	4709
562.21	4488
562.28	5131
562.36	4338
562.43	4962
562.5	4142
562.57	4136
562.65	4869
562.72	4263
562.79	5003
562.86	4585
562.94	5652
563.01	4378
563.08	4577
563.15	4449
563.23	4518
563.3	4740
563.37	5151
563.44	4672
563.52	5186
563.59	5137
563.66	4890
563.73	4901
563.81	4126
563.88	5213
563.95	5248
564.02	5253
564.1	4714
564.17	4685
564.24	4864
564.31	5178
564.39	6444
564.46	5359
564.53	5124
564.6	5798
564.67	5675
564.75	5450
564.82	4795
564.89	5182
564.96	4497
565.04	5517
565.11	5309
565.18	5865
565.25	5053
565.32	5620
565.4	5416
565.47	5856
565.54	5418
565.61	4796
565.69	4988
565.76	5762
565.83	6070
565.9	6327
565.97	6466
566.05	5780
566.12	6477
566.19	6285
566.26	6363
566.33	6165
566.4	7118
566.48	6866
566.55	6488
566.62	6549
566.69	7784
566.76	6187
566.84	6055
566.91	6878
566.98	6730
567.05	7198
567.12	7205
567.2	6379
567.27	6071
567.34	6291
567.41	6841
567.48	7240
567.55	8239
567.63	7393
567.7	8133
567.77	7592
567.84	6828
567.91	7295
567.98	7716
568.06	6978
568.13	7102
568.2	6852
568.27	7405
568.34	5720
568.41	5473
568.49	6085
568.56	6834
568.63	6622
568.7	5684
568.77	6530
568.84	6070
568.91	5941
568.99	4857
569.06	5384
569.13	5839
569.2	5903
569.27	6186
569.34	5368
569.41	5742
569.49	5797
569.56	6191
569.63	6209
569.7	5050
569.77	5707
569.84	5072
569.91	6013
569.98	5250
570.06	6331
570.13	5341
570.2	5340
570.27	6722
570.34	5351
570.41	4835
570.48	6726
570.55	5540
570.62	5745
570.7	5677
570.77	5533
570.84	4929
570.91	4604
570.98	5478
571.05	5600
571.12	4868
571.19	5912
571.26	6188
571.34	5811
571.41	5594
571.48	5816
571.55	4546
571.62	5392
571.69	5267
571.76	5013
571.83	5634
571.9	4477
571.97	5020
572.04	5887
572.12	4872
572.19	5085
572.26	4048
572.33	4838
572.4	4855
572.47	5026
572.54	4516
572.61	4562
572.68	5003
572.75	4425
572.82	5379
572.89	5988
572.96	5405
573.03	4667
573.11	4866
573.18	4809
573.25	5316
573.32	5812
573.39	4969
573.46	5561
573.53	4590
573.6	4730
573.67	5134
573.74	4482
573.81	4480
573.88	5225
573.95	4449
574.02	5321
574.09	4477
574.16	5122
574.23	5990
574.3	5062
574.37	5610
574.44	4644
574.52	4887
574.59	5263
574.66	4577
574.73	4963
574.8	4900
574.87	4941
574.94	6303
575.01	4354
575.08	4817
575.15	4512
575.22	5216
575.29	4723
575.36	4013
575.43	5104
575.5	5424
575.57	5006
575.64	4223
575.71	5064
575.78	4104
575.85	5552
575.92	4283
575.99	5193
576.06	4210
576.13	4594
576.2	4334
576.27	5267
576.34	4684
576.41	4255
576.48	5039
576.55	4753
576.62	5271
576.69	5804
576.76	4629
576.83	4777
576.9	4854
576.97	5991
577.04	5660
577.11	4888
577.18	5436
577.25	5095
577.32	5985
577.39	4716
577.46	5632
577.53	4978
577.6	4565
577.67	4314
577.74	5424
577.81	6142
577.88	5149
577.95	4086
578.02	4503
578.09	4742
578.15	5175
578.22	4788
578.29	5183
578.36	4525
578.43	4825
578.5	4401
578.57	4022
578.64	5773
578.71	5416
578.78	5092
578.85	4894
578.92	4411
578.99	5072
579.06	5184
579.13	4874
579.2	4409
579.27	5045
579.34	4764
579.41	5464
579.48	5645
579.54	5490
579.61	5124
579.68	4450
579.75	5148
579.82	5554
579.89	5189
579.96	4674
580.03	5189
580.1	4352
580.17	4939
580.24	4730
580.31	4853
580.38	5552
580.45	5780
580.51	5207
580.58	4781
580.65	4934
580.72	4126
580.79	5202
580.86	4237
580.93	4646
581	4827
581.07	4301
581.14	5103
581.21	5316
581.27	4821
581.34	5357
581.41	4564
581.48	5133
581.55	4252
581.62	4630
581.69	4230
581.76	5060
581.83	4874
581.89	5052
581.96	5865
582.03	4641
582.1	5106
582.17	4841
582.24	4662
582.31	5656
582.38	6256
582.45	4955
582.51	4818
582.58	5131
582.65	4770
582.72	5420
582.79	4803
582.86	4861
582.93	5363
582.99	5719
583.06	4826
583.13	4557
583.2	4900
583.27	4159
583.34	4631
583.41	4937
583.47	4966
583.54	3776
583.61	5509
583.68	4787
583.75	4620
583.82	4749
583.89	4422
583.95	4690
584.02	4329
584.09	4820
584.16	4514
584.23	6277
584.3	5935
584.36	4152
584.43	4964
584.5	4615
584.57	4048
584.64	5941
584.71	4968
584.77	4622
584.84	4309
584.91	4278
584.98	5754
585.05	3660
585.12	5759
585.18	4102
585.25	4463
585.32	5187
585.39	4390
585.46	5649
585.53	4871
585.59	5025
585.66	5843
585.73	5123
585.8	4240
585.87	5017
585.93	4742
586	4487
586.07	4899
586.14	4330
586.21	4888
586.27	5337
586.34	4843
586.41	3969
586.48	5403
586.55	4386
586.61	4486
586.68	5231
586.75	4292
586.82	4471
586.88	4063
586.95	4137
587.02	4727
587.09	4492
587.16	5137
587.22	5367
587.29	4222
587.36	6213
587.43	4646
587.49	4468
587.56	4685
587.63	6403
587.7	3960
587.77	4137
587.83	4770
587.9	4542
587.97	4641
588.04	5494
588.1	4588
588.17	5027
588.24	5293
588.31	5034
588.37	5007
588.44	4002
588.51	4499
588.58	4340
588.64	5135
588.71	5139
588.78	5689
588.85	5035
588.91	5218
588.98	4637
589.05	4979
589.12	4938
589.18	5259
589.25	3967
589.32	4574
589.39	4641
589.45	5315
589.52	4311
589.59	3745
589.65	3945
589.72	3996
589.79	4401
589.86	4979
589.92	4380
589.99	4558
590.06	5284
590.12	4086
590.19	4703
590.26	4398
590.33	4275
590.39	6138
590.46	5355
590.53	3979
590.59	4327
590.66	5041
590.73	3759
590.8	5043
590.86	4925
590.93	4559
591	4706
591.06	4439
591.13	4797
591.2	4884
591.26	5095
591.33	4225
591.4	4823
591.46	4312
591.53	4712
591.6	5001
591.67	6258
591.73	4541
591.8	6154
591.87	4674
591.93	4578
592	5279
592.07	4434
592.13	4097
592.2	5175
592.27	4907
592.33	4551
592.4	3971
592.47	4814
592.53	5177
592.6	5209
592.67	5029
592.73	5531
592.8	5103
592.87	5008
592.93	5572
593	4238
593.07	4905
593.13	5241
593.2	4914
593.27	4372
593.33	5135
593.4	4700
593.46	4842
593.53	6315
593.6	5180
593.66	5715
593.73	5210
593.8	4925
593.86	4895
593.93	5710
594	4921
594.06	5665
594.13	5120
594.19	4785
594.26	4781
594.33	5990
594.39	5056
594.46	5338
594.53	4630
594.59	5438
594.66	4423
594.72	5642
594.79	5433
594.86	4437
594.92	5237
594.99	5419
595.05	5947
595.12	4578
595.19	4430
595.25	5002
595.32	5931
595.39	4455
595.45	5743
595.52	4445
595.58	4785
595.65	4583
595.72	4267
595.78	3889
595.85	4774
595.91	4252
595.98	5919
596.04	4209
596.11	4306
596.18	4171
596.24	4912
596.31	4877
596.37	4384
596.44	5581
596.51	4613
596.57	4444
596.64	4554
596.7	4110
596.77	4762
596.83	5214
596.9	4238
596.97	4641
597.03	4493
597.1	4087
597.16	4373
597.23	4451
597.29	4162
597.36	4380
597.42	4261
597.49	3760
597.56	4049
597.62	5895
597.69	4542
597.75	3988
597.82	4900
597.88	4146
597.95	4307
598.01	4507
598.08	4496
598.15	4192
598.21	5101
598.28	3907
598.34	4367
598.41	4484
598.47	4144
598.54	4514
598.6	3835
598.67	4441
598.73	4650
598.8	4202
598.86	4713
598.93	4309
598.99	4074
599.06	4357
599.12	3905
599.19	4666
599.26	4236
599.32	4487
599.39	4220
599.45	4168
599.52	4305
599.58	4792
599.65	5009
599.71	4664
599.78	3972
599.84	4222
599.91	4476
599.97	4346
600.04	4576
600.1	3686
600.17	4311
600.23	3922
600.3	5683
600.36	4288
600.43	3983
600.49	4687
600.56	6167
600.62	4051
600.69	4310
600.75	4269
600.81	5829
600.88	4039
600.94	4501
601.01	4187
601.07	4230
601.14	4042
601.2	4179
601.27	4148
601.33	3679
601.4	4089
601.46	4905
601.53	3845
601.59	4426
601.66	4541
601.72	4082
601.79	4172
601.85	4574
601.91	4691
601.98	4028
602.04	4023
602.11	4302
602.17	5521
602.24	4197
602.3	4742
602.37	4419
602.43	4145
602.49	4126
602.56	4800
602.62	3759
602.69	4413
602.75	4006
602.82	4021
602.88	3906
602.95	4105
603.01	4028
603.07	4219
603.14	4028
603.2	4797
603.27	4972
603.33	4366
603.4	3599
603.46	4274
603.52	4054
603.59	4066
603.65	4449
603.72	4367
603.78	4505
603.84	4227
603.91	4619
603.97	4412
604.04	4385
604.1	4680
604.17	4249
604.23	3677
604.29	4312
604.36	4188
604.42	4458
604.49	4130
604.55	5110
604.61	4570
604.68	4460
604.74	3917
604.8	4465
604.87	4581
604.93	3883
605	3742
605.06	5332
605.12	5194
605.19	4492
605.25	4505
605.32	4579
605.38	5390
605.44	4097
605.51	4216
605.57	4138
605.63	4699
605.7	5191
605.76	4702
605.83	5108
605.89	4797
605.95	4065
606.02	4311
606.08	4169
606.14	3964
606.21	3992
606.27	4166
606.33	3905
606.4	4100
606.46	3618
606.52	4618
606.59	5669
606.65	4550
606.72	4958
606.78	4029
606.84	5027
606.91	4160
606.97	3923
