波长nm	计数count
425.87	2954
425.93	3628
425.98	3011
426.04	3781
426.09	4127
426.15	3767
426.2	2814
426.25	2831
426.31	3846
426.36	3297
426.42	3179
426.47	3301
426.52	3009
426.58	3983
426.63	3368
426.69	3519
426.74	3042
426.8	4342
426.85	3721
426.9	3660
426.96	3273
427.01	2989
427.07	3927
427.12	3804
427.17	2946
427.23	2948
427.28	2696
427.34	2615
427.39	3072
427.44	2791
427.5	5026
427.55	3000
427.61	2655
427.66	3000
427.71	2907
427.77	3759
427.82	3178
427.88	2905
427.93	4470
427.98	3405
428.04	3265
428.09	2781
428.15	2620
428.2	3147
428.25	2812
428.31	2974
428.36	3300
428.41	3044
428.47	3447
428.52	2978
428.58	2915
428.63	3684
428.68	3290
428.74	3691
428.79	2987
428.84	2525
428.9	3600
428.95	3571
429.01	2901
429.06	3413
429.11	3134
429.17	4048
429.22	3191
429.27	3376
429.33	3150
429.38	2981
429.43	2570
429.49	3725
429.54	3540
429.6	3515
429.65	3066
429.7	3261
429.76	3560
429.81	3372
429.86	3459
429.92	3459
429.97	2996
430.02	3084
430.08	4080
430.13	2875
430.18	3611
430.24	2818
430.29	3382
430.34	3474
430.4	3937
430.45	2957
430.5	2605
430.56	2921
430.61	2689
430.66	4140
430.72	3026
430.77	2722
430.82	3180
430.88	3810
430.93	2544
430.98	3253
431.04	2957
431.09	3688
431.14	2955
431.2	2600
431.25	3600
431.3	2628
431.36	3148
431.41	3829
431.46	3634
431.52	2854
431.57	3112
431.62	3040
431.68	3112
431.73	3191
431.78	2651
431.83	3402
431.89	3216
431.94	2872
431.99	3443
432.05	3295
432.1	3725
432.15	3638
432.21	3924
432.26	3035
432.31	4065
432.36	3126
432.42	3315
432.47	3964
432.52	3239
432.58	3298
432.63	3125
432.68	3549
432.73	3186
432.79	3209
432.84	3397
432.89	2720
432.95	3440
433	3177
433.05	3708
433.1	3132
433.16	2834
433.21	2596
433.26	3014
433.32	3410
433.37	3208
433.42	3133
433.47	3932
433.53	3333
433.58	2891
433.63	3526
433.68	3066
433.74	3250
433.79	4162
433.84	4697
433.9	2823
433.95	3303
434	3151
434.05	3285
434.11	4058
434.16	3315
434.21	3731
434.26	2875
434.32	3880
434.37	3727
434.42	4057
434.47	3035
434.53	3211
434.58	3404
434.63	3689
434.68	3706
434.74	3293
434.79	2637
434.84	3660
434.89	3098
434.94	2603
435	3256
435.05	3278
435.1	3374
435.15	2713
435.21	2917
435.26	3486
435.31	3215
435.36	3077
435.42	4862
435.47	2920
435.52	3195
435.57	3061
435.63	3544
435.68	3019
435.73	3318
435.78	4077
435.83	3778
435.89	3754
435.94	2679
435.99	2893
436.04	4124
436.09	2949
436.15	2535
436.2	4071
436.25	3906
436.3	2878
436.36	3284
436.41	2871
436.46	3293
436.51	3847
436.56	3439
436.62	2836
436.67	3157
436.72	3484
436.77	3335
436.82	3027
436.88	3064
436.93	3390
436.98	2930
437.03	4443
437.08	3929
437.14	2608
437.19	2845
437.24	3325
437.29	2953
437.34	3360
437.39	2908
437.45	3762
437.5	3024
437.55	3910
437.6	3764
437.65	4024
437.71	3687
437.76	3642
437.81	3053
437.86	4068
437.91	3372
437.96	4181
438.02	3235
438.07	2854
438.12	3206
438.17	3504
438.22	2552
438.27	3485
438.33	3285
438.38	3151
438.43	3130
438.48	2590
438.53	3066
438.58	2696
438.64	2379
438.69	2817
438.74	3257
438.79	4375
438.84	3114
438.89	3173
438.94	2622
439	2768
439.05	3217
439.1	3099
439.15	3392
439.2	3121
439.25	2908
439.31	3272
439.36	3313
439.41	2816
439.46	2918
439.51	3480
439.56	3392
439.61	3476
439.66	2938
439.72	4077
439.77	3602
439.82	3676
439.87	2898
439.92	3919
439.97	3100
440.02	2607
440.08	4166
440.13	3561
440.18	3011
440.23	2998
440.28	3219
440.33	3719
440.38	3652
440.43	3795
440.48	4187
440.54	2807
440.59	3945
440.64	3770
440.69	3467
440.74	3241
440.79	3229
440.84	3378
440.89	3289
440.94	3109
441	3176
441.05	3330
441.1	3391
441.15	3598
441.2	3238
441.25	3402
441.3	3527
441.35	3615
441.4	4077
441.45	3851
441.51	3201
441.56	3539
441.61	3439
441.66	4200
441.71	4193
441.76	4158
441.81	3871
441.86	4075
441.91	3736
441.96	3414
442.01	4291
442.07	3999
442.12	3317
442.17	3800
442.22	3897
442.27	3421
442.32	3703
442.37	3778
442.42	3826
442.47	4306
442.52	3392
442.57	3955
442.62	3693
442.67	3429
442.72	3119
442.78	4314
442.83	4673
442.88	3590
442.93	3644
442.98	3609
443.03	3941
443.08	3390
443.13	3699
443.18	3592
443.23	4712
443.28	3924
443.33	4213
443.38	3795
443.43	3784
443.48	3652
443.53	3860
443.58	3238
443.64	3377
443.69	3326
443.74	3668
443.79	2982
443.84	4047
443.89	3336
443.94	3339
443.99	3782
444.04	3749
444.09	3583
444.14	2960
444.19	3617
444.24	3653
444.29	3694
444.34	3745
444.39	3284
444.44	4270
444.49	3492
444.54	3827
444.59	3838
444.64	3576
444.69	3697
444.74	3986
444.79	3173
444.84	3853
444.89	3700
444.94	3758
444.99	3559
445.04	4034
445.09	3950
445.14	2722
445.19	3911
445.24	3101
445.29	4087
445.34	3593
445.39	3417
445.44	4427
445.49	3726
445.54	3443
445.59	3658
445.64	3348
445.69	2963
445.74	3631
445.79	3261
445.84	2959
445.89	3238
445.94	3043
445.99	3721
446.04	3488
446.09	3393
446.14	3693
446.19	3595
446.24	3202
446.29	3674
446.34	4096
446.39	3898
446.44	3873
446.49	3423
446.54	3835
446.59	3972
446.64	4413
446.69	4626
446.74	2961
446.79	3791
446.84	3606
446.89	3330
446.94	3111
446.99	2838
447.04	3573
447.09	3277
447.14	3261
447.19	3237
447.24	3175
447.29	2656
447.34	3220
447.39	3080
447.44	3120
447.49	3711
447.54	3616
447.59	2996
447.64	2786
447.69	3562
447.73	3177
447.78	3358
447.83	3918
447.88	3085
447.93	3267
447.98	2956
448.03	2847
448.08	2983
448.13	3048
448.18	3265
448.23	3732
448.28	2675
448.33	3921
448.38	3818
448.43	3038
448.48	3148
448.53	3183
448.58	3520
448.62	4307
448.67	4775
448.72	3838
448.77	2777
448.82	3774
448.87	3403
448.92	2667
448.97	2567
449.02	2946
449.07	3137
449.12	2957
449.17	3711
449.22	3247
449.26	3113
449.31	3352
449.36	3380
449.41	3691
449.46	3493
449.51	3150
449.56	3346
449.61	3782
449.66	3353
449.71	3000
449.76	4003
449.8	3457
449.85	3377
449.9	3154
449.95	3338
450	3113
450.05	2970
450.1	3682
450.15	4229
450.2	3333
450.25	3570
450.29	3969
450.34	3083
450.39	3200
450.44	4024
450.49	3209
450.54	2978
450.59	3717
450.64	3610
450.69	3348
450.73	3128
450.78	3949
450.83	3554
450.88	2687
450.93	2750
450.98	3434
451.03	3388
451.08	3099
451.13	2895
451.17	4183
451.22	3035
451.27	3544
451.32	3123
451.37	3447
451.42	3121
451.47	3541
451.52	3066
451.56	3073
451.61	4357
451.66	3494
451.71	3068
451.76	3605
451.81	3306
451.86	3556
451.9	2929
451.95	3596
452	3080
452.05	3899
452.1	3660
452.15	3270
452.2	3290
452.24	2904
452.29	3539
452.34	3520
452.39	3535
452.44	4187
452.49	3134
452.53	2921
452.58	2866
452.63	2983
452.68	3451
452.73	3527
452.78	3778
452.82	3479
452.87	2811
452.92	3259
452.97	3179
453.02	3165
453.07	3539
453.11	3165
453.16	3667
453.21	3321
453.26	3006
453.31	3415
453.36	2958
453.4	4365
453.45	3944
453.5	3515
453.55	3121
453.6	3593
453.65	3370
453.69	3198
453.74	3297
453.79	3266
453.84	3510
453.89	4439
453.93	3531
453.98	3206
454.03	3147
454.08	4085
454.13	3675
454.17	3745
454.22	3317
454.27	3833
454.32	4040
454.37	3979
454.41	3124
454.46	4064
454.51	2876
454.56	3494
454.61	3779
454.65	3806
454.7	2794
454.75	3316
454.8	2971
454.85	3259
454.89	2927
454.94	3053
454.99	3098
455.04	3239
455.09	3835
455.13	3109
455.18	3654
455.23	4081
455.28	3531
455.32	3433
455.37	3090
455.42	3833
455.47	4166
455.52	4367
455.56	2888
455.61	4649
455.66	2992
455.71	3777
455.75	3423
455.8	4552
455.85	3270
455.9	2914
455.94	4328
455.99	2753
456.04	4382
456.09	3611
456.13	3417
456.18	3688
456.23	3354
456.28	4397
456.32	3013
456.37	3168
456.42	3996
456.47	3437
456.52	3336
456.56	3502
456.61	3682
456.66	3368
456.7	3612
456.75	3154
456.8	3441
456.85	3819
456.89	2816
456.94	3666
456.99	3711
457.04	3080
457.08	2867
457.13	3496
457.18	3083
457.23	3077
457.27	3806
457.32	4075
457.37	3142
457.42	3201
457.46	3534
457.51	4063
457.56	3051
457.6	3097
457.65	3516
457.7	3507
457.75	3313
457.79	3903
457.84	3562
457.89	2672
457.93	3621
457.98	3864
458.03	3399
458.08	3863
458.12	3474
458.17	3292
458.22	3452
458.26	3017
458.31	3197
458.36	3071
458.41	3024
458.45	3240
458.5	3798
458.55	3802
458.59	4733
458.64	3172
458.69	3492
458.73	3639
458.78	3511
458.83	3516
458.88	3846
458.92	3362
458.97	3481
459.02	3545
459.06	3740
459.11	3817
459.16	4113
459.2	2916
459.25	3888
459.3	4272
459.34	3666
459.39	4764
459.44	3094
459.48	4590
459.53	3106
459.58	3381
459.63	2950
459.67	3717
459.72	4305
459.77	3617
459.81	3836
459.86	3307
459.91	3582
459.95	4346
460	3966
460.05	3400
460.09	4229
460.14	4463
460.19	4007
460.23	3891
460.28	3630
460.33	2938
460.37	4021
460.42	3211
460.47	3569
460.51	3943
460.56	3393
460.6	4048
460.65	4519
460.7	4128
460.74	4391
460.79	4972
460.84	3714
460.88	3849
460.93	3780
460.98	3245
461.02	3490
461.07	3789
461.12	3900
461.16	3810
461.21	3608
461.25	3577
461.3	3782
461.35	3982
461.39	3729
461.44	4182
461.49	4380
461.53	3417
461.58	4253
461.63	3914
461.67	3699
461.72	3814
461.76	4068
461.81	3944
461.86	3649
461.9	3709
461.95	3687
462	4124
462.04	3744
462.09	4546
462.13	3926
462.18	4183
462.23	4430
462.27	3626
462.32	3975
462.36	3565
462.41	3803
462.46	5047
462.5	3697
462.55	4031
462.59	3744
462.64	3869
462.69	4941
462.73	3860
462.78	4153
462.82	4168
462.87	4512
462.92	4306
462.96	4104
463.01	4498
463.05	4974
463.1	4606
463.15	4405
463.19	4236
463.24	4015
463.28	4267
463.33	4055
463.38	4720
463.42	3922
463.47	5035
463.51	3891
463.56	4199
463.61	3856
463.65	4195
463.7	4017
463.74	4091
463.79	3671
463.83	4090
463.88	4315
463.93	4408
463.97	3923
464.02	3629
464.06	4195
464.11	4753
464.15	4144
464.2	4161
464.25	4422
464.29	4357
464.34	4136
464.38	4308
464.43	4262
464.47	3847
464.52	3740
464.56	3954
464.61	4192
464.66	3319
464.7	4457
464.75	3692
464.79	4191
464.84	3804
464.88	4039
464.93	3160
464.97	3734
465.02	3761
465.06	4568
465.11	3773
465.16	3566
465.2	3933
465.25	4148
465.29	3418
465.34	3434
465.38	3769
465.43	3656
465.47	3844
465.52	3983
465.56	4059
465.61	3276
465.65	3704
465.7	4268
465.75	3503
465.79	3115
465.84	4150
465.88	3792
465.93	3664
465.97	3153
466.02	3781
466.06	3523
466.11	3284
466.15	4332
466.2	3354
466.24	3270
466.29	3443
466.33	3288
466.38	3754
466.42	4309
466.47	2961
466.51	3333
466.56	3460
466.6	3123
466.65	2904
466.69	3560
466.74	3136
466.78	3212
466.83	3241
466.87	2788
466.92	3048
466.96	3328
467.01	3534
467.05	3548
467.1	2978
467.14	4114
467.19	3706
467.23	3173
467.28	3244
467.32	3905
467.37	3343
467.41	3133
467.46	3154
467.5	3748
467.55	3006
467.59	3069
467.64	3286
467.68	3923
467.73	3100
467.77	3575
467.82	3870
467.86	3875
467.91	3127
467.95	3258
468	3401
468.04	2959
468.08	3517
468.13	2951
468.17	3497
468.22	2692
468.26	2933
468.31	3320
468.35	3389
468.4	3626
468.44	3960
468.49	3304
468.53	3016
468.58	2884
468.62	3373
468.66	3218
468.71	3422
468.75	2954
468.8	3586
468.84	3280
468.89	3567
468.93	3451
468.98	3217
469.02	3499
469.07	3524
469.11	3709
469.15	3557
469.2	3278
469.24	3077
469.29	3426
469.33	2902
469.38	3788
469.42	2955
469.47	3490
469.51	4105
469.55	3947
469.6	4094
469.64	3297
469.69	2941
469.73	3672
469.78	3123
469.82	4609
469.86	3610
469.91	2834
469.95	3278
470	3063
470.04	3580
470.08	3415
470.13	3609
470.17	3937
470.22	3343
470.26	3320
470.31	5099
470.35	2942
470.39	3234
470.44	3023
470.48	3930
470.53	3651
470.57	3095
470.61	2823
470.66	3201
470.7	3725
470.75	3749
470.79	3911
470.83	3441
470.88	3586
470.92	3404
470.97	3638
471.01	3585
471.05	3326
471.1	3089
471.14	3158
471.19	3767
471.23	3122
471.27	3157
471.32	3658
471.36	3377
471.41	2683
471.45	3299
471.49	2878
471.54	2743
471.58	2982
471.63	3993
471.67	3689
471.71	2825
471.76	2765
471.8	3779
471.84	2960
471.89	4180
471.93	3720
471.98	3436
472.02	4381
472.06	3428
472.11	2892
472.15	3322
472.19	3008
472.24	3300
472.28	3102
472.32	3292
472.37	2821
472.41	2862
472.46	2976
472.5	2939
472.54	4070
472.59	3580
472.63	3733
472.67	2848
472.72	3343
472.76	3381
472.8	3734
472.85	3290
472.89	2724
472.93	2435
472.98	3130
473.02	2467
473.07	3995
473.11	3584
473.15	3619
473.2	3627
473.24	2695
473.28	3731
473.33	3050
473.37	2487
473.41	2527
473.46	2969
473.5	3067
473.54	3375
473.59	2729
473.63	2545
473.67	3400
473.72	2867
473.76	2721
473.8	2774
473.85	3294
473.89	2590
473.93	2987
473.98	3292
474.02	2443
474.06	2845
474.1	3263
474.15	3315
474.19	3032
474.23	3207
474.28	3038
474.32	2979
474.36	3615
474.41	3228
474.45	3683
474.49	3667
474.54	2635
474.58	2645
474.62	2652
474.67	3021
474.71	3203
474.75	3513
474.79	2354
474.84	3072
474.88	3010
474.92	2645
474.97	2606
475.01	3153
475.05	3152
475.1	3419
475.14	3578
475.18	3731
475.22	2610
475.27	3176
475.31	2963
475.35	2633
475.4	2431
475.44	3347
475.48	2440
475.52	2821
475.57	4068
475.61	3085
475.65	3065
475.7	2730
475.74	3472
475.78	3032
475.82	3800
475.87	2880
475.91	2989
475.95	3180
475.99	3202
476.04	3434
476.08	2572
476.12	3060
476.17	3306
476.21	3717
476.25	2863
476.29	2832
476.34	4360
476.38	3443
476.42	2870
476.46	2701
476.51	3176
476.55	3214
476.59	3523
476.63	2665
476.68	2694
476.72	3066
476.76	3241
476.8	3755
476.85	3678
476.89	3043
476.93	3069
476.97	2776
477.02	2955
477.06	3025
477.1	3455
477.14	3046
477.19	2612
477.23	2957
477.27	2950
477.31	2799
477.36	2989
477.4	3590
477.44	2284
477.48	3903
477.53	2985
477.57	3650
477.61	2743
477.65	2926
477.69	3211
477.74	2554
477.78	2903
477.82	2553
477.86	2593
477.91	3029
477.95	2775
477.99	3511
478.03	3936
478.07	3166
478.12	3082
478.16	2609
478.2	3183
478.24	3440
478.28	3219
478.33	2835
478.37	2376
478.41	3361
478.45	3792
478.5	3501
478.54	2847
478.58	2472
478.62	2922
478.66	2686
478.71	3042
478.75	3765
478.79	3572
478.83	2997
478.87	2825
478.92	3073
478.96	3518
479	2902
479.04	2582
479.08	3642
479.13	2690
479.17	2781
479.21	2673
479.25	3763
479.29	3279
479.33	3109
479.38	3132
479.42	3358
479.46	3785
479.5	2775
479.54	2888
479.59	2842
479.63	3033
479.67	3312
479.71	3473
479.75	2924
479.79	3399
479.84	3702
479.88	3368
479.92	3084
479.96	3100
480	3031
480.04	3111
480.09	3460
480.13	2680
480.17	3806
480.21	2633
480.25	3355
480.29	2404
480.34	2762
480.38	3007
480.42	3108
480.46	2981
480.5	4640
480.54	3005
480.58	3475
480.63	3332
480.67	2506
480.71	3484
480.75	2276
480.79	2331
480.83	3052
480.88	3045
480.92	2956
480.96	3832
481	2743
481.04	3104
481.08	3310
481.12	3742
481.17	2424
481.21	2385
481.25	2836
481.29	2575
481.33	2643
481.37	2844
481.41	2736
481.45	3142
481.5	2877
481.54	3779
481.58	2948
481.62	2412
481.66	2311
481.7	2974
481.74	2771
481.78	3670
481.83	3344
481.87	3999
481.91	3257
481.95	3203
481.99	3109
482.03	2870
482.07	2667
482.11	2880
482.15	2549
482.2	3088
482.24	3453
482.28	2851
482.32	3124
482.36	2910
482.4	2666
482.44	2732
482.48	4117
482.52	3478
482.57	3787
482.61	2937
482.65	2936
482.69	2578
482.73	3133
482.77	2891
482.81	3184
482.85	3308
482.89	2581
482.93	2976
482.97	3075
483.02	3050
483.06	2536
483.1	3184
483.14	3246
483.18	2365
483.22	2679
483.26	2796
483.3	2682
483.34	2563
483.38	2928
483.42	3027
483.46	2808
483.51	3499
483.55	2965
483.59	3122
483.63	3083
483.67	3364
483.71	2941
483.75	3154
483.79	3053
483.83	3211
483.87	3968
483.91	3140
483.95	3203
483.99	2848
484.03	3223
484.07	2122
484.12	3428
484.16	3321
484.2	3252
484.24	2391
484.28	2435
484.32	3218
484.36	2348
484.4	3812
484.44	2945
484.48	3421
484.52	2675
484.56	2878
484.6	2384
484.64	2634
484.68	2442
484.72	2341
484.76	2877
484.8	2430
484.84	3247
484.88	2295
484.92	3108
484.96	2890
485.01	2891
485.05	2777
485.09	3233
485.13	3092
485.17	2705
485.21	2857
485.25	3184
485.29	3560
485.33	3144
485.37	2626
485.41	2612
485.45	2584
485.49	2254
485.53	2650
485.57	3131
485.61	2838
485.65	2432
485.69	2835
485.73	2713
485.77	3169
485.81	2805
485.85	3486
485.89	3623
485.93	2390
485.97	3752
486.01	2956
486.05	2763
486.09	2447
486.13	2491
486.17	3046
486.21	2414
486.25	3229
486.29	2495
486.33	2319
486.37	3059
486.41	3221
486.45	2468
486.49	2279
486.53	3369
486.57	3319
486.61	3308
486.65	3934
486.69	2705
486.73	3528
486.77	2969
486.81	2544
486.85	2741
486.89	2704
486.93	3170
486.97	2808
487.01	2856
487.05	2998
487.09	2506
487.13	2273
487.17	2578
487.21	3662
487.25	3181
487.29	2961
487.33	2588
487.37	2471
487.41	3007
487.45	2464
487.49	2300
487.53	4104
487.56	3289
487.6	2399
487.64	2740
487.68	2294
487.72	3558
487.76	3066
487.8	2037
487.84	2690
487.88	2827
487.92	3363
487.96	3517
488	2922
488.04	3299
488.08	2583
488.12	2491
488.16	2592
488.2	3177
488.24	2369
488.28	2461
488.32	2999
488.36	2164
488.4	2940
488.43	2498
488.47	2916
488.51	2299
488.55	4440
488.59	3230
488.63	2673
488.67	3056
488.71	2299
488.75	2330
488.79	3529
488.83	2580
488.87	2842
488.91	2771
488.95	2693
488.99	3462
489.02	2748
489.06	2757
489.1	3201
489.14	3014
489.18	3333
489.22	2650
489.26	3438
489.3	3490
489.34	3539
489.38	3192
489.42	2757
489.46	2833
489.49	3021
489.53	2299
489.57	3834
489.61	2404
489.65	2738
489.69	2016
489.73	3315
489.77	3813
489.81	2510
489.85	2835
489.89	3292
489.92	3175
489.96	2320
490	2629
490.04	3331
490.08	2480
490.12	2943
490.16	4100
490.2	2990
490.24	3505
490.28	2612
490.31	2581
490.35	3214
490.39	2953
490.43	3228
490.47	2134
490.51	2366
490.55	3497
490.59	2844
490.62	2676
490.66	2749
490.7	4455
490.74	2614
490.78	2494
490.82	2928
490.86	2494
490.9	2351
490.94	2135
490.97	2369
491.01	3416
491.05	3425
491.09	2057
491.13	2695
491.17	3144
491.21	3112
491.24	2730
491.28	2490
491.32	2727
491.36	2592
491.4	2654
491.44	3049
491.48	2445
491.51	2835
491.55	3260
491.59	3589
491.63	3152
491.67	2916
491.71	2347
491.75	3526
491.78	3296
491.82	2780
491.86	2624
491.9	3209
491.94	2443
491.98	2512
492.02	2694
492.05	3138
492.09	2438
492.13	2921
492.17	2976
492.21	2317
492.25	2991
492.28	2097
492.32	2590
492.36	2470
492.4	2434
492.44	2651
492.48	3012
492.51	3095
492.55	3557
492.59	2669
492.63	2955
492.67	3808
492.7	2897
492.74	2242
492.78	2608
492.82	2743
492.86	2896
492.9	2750
492.93	2541
492.97	2900
493.01	2997
493.05	2984
493.09	2673
493.12	2554
493.16	2724
493.2	3810
493.24	2964
493.28	3806
493.32	3281
493.35	3614
493.39	2753
493.43	3350
493.47	3523
493.51	2534
493.54	2291
493.58	3890
493.62	2911
493.66	2325
493.7	2161
493.73	2605
493.77	2637
493.81	2655
493.85	2188
493.88	2594
493.92	3450
493.96	2396
494	4135
494.04	3252
494.07	2661
494.11	2545
494.15	2352
494.19	2945
494.23	2980
494.26	2604
494.3	2558
494.34	3484
494.38	3394
494.41	3022
494.45	2490
494.49	2269
494.53	2632
494.57	2217
494.6	2483
494.64	2425
494.68	2978
494.72	2200
494.75	3134
494.79	2215
494.83	2658
494.87	3453
494.9	3454
494.94	2997
494.98	2671
495.02	2531
495.05	2502
495.09	2807
495.13	2656
495.17	2739
495.2	2245
495.24	3071
495.28	2429
495.32	2780
495.35	3761
495.39	2908
495.43	2497
495.47	3030
495.5	2440
495.54	3176
495.58	2740
495.62	2322
495.65	2889
495.69	2772
495.73	2782
495.77	2540
495.8	2517
495.84	2306
495.88	2412
495.93	3537
495.98	2997
496.03	3082
496.07	3285
496.12	2857
496.17	2816
496.22	3086
496.27	2425
496.32	2538
496.37	2396
496.41	2854
496.46	2529
496.51	3692
496.56	2831
496.61	3516
496.66	2781
496.71	3336
496.75	3020
496.8	3011
496.85	2738
496.9	3762
496.95	3626
497	4070
497.04	3377
497.09	3411
497.14	3603
497.19	3311
497.24	5009
497.29	3336
497.33	3751
497.38	3049
497.43	3613
497.48	3428
497.53	3408
497.58	4567
497.62	3910
497.67	3998
497.72	4090
497.77	4468
497.82	3039
497.86	3485
497.91	4445
497.96	4241
498.01	3986
498.06	3855
498.11	3572
498.15	3770
498.2	4102
498.25	3953
498.3	3509
498.35	4664
498.39	3935
498.44	4643
498.49	3602
498.54	5052
498.59	4554
498.63	4197
498.68	4589
498.73	4565
498.78	4614
498.83	5233
498.87	4062
498.92	4516
498.97	5042
499.02	4421
499.07	5404
499.11	4581
499.16	5746
499.21	4887
499.26	5458
499.3	5442
499.35	5216
499.4	5693
499.45	5565
499.5	5389
499.54	6801
499.59	5232
499.64	6170
499.69	5716
499.73	6498
499.78	6184
499.83	6272
499.88	7183
499.93	7284
499.97	7477
500.02	7104
500.07	7844
500.12	8171
500.16	7744
500.21	7480
500.26	8512
500.31	7532
500.35	7367
500.4	7868
500.45	8100
500.5	7708
500.54	7842
500.59	7579
500.64	7198
500.69	7080
500.73	7510
500.78	7805
500.83	7125
500.88	6435
500.92	6566
500.97	7683
501.02	6710
501.07	7760
501.11	6515
501.16	5765
501.21	4811
501.26	6311
501.3	6020
501.35	5927
501.4	5872
501.45	5059
501.49	5067
501.54	4700
501.59	6013
501.63	5148
501.68	5329
501.73	5033
501.78	5114
501.82	4468
501.87	5654
501.92	5554
501.97	4940
502.01	5813
502.06	4894
502.11	4345
502.15	3995
502.2	4536
502.25	4756
502.3	4595
502.34	4458
502.39	4223
502.44	4556
502.48	4144
502.53	4687
502.58	4627
502.63	5257
502.67	4536
502.72	3990
502.77	4595
502.81	4001
502.86	3718
502.91	4444
502.95	4047
503	3691
503.05	4220
503.1	3927
503.14	4434
503.19	5521
503.24	5265
503.28	4002
503.33	4075
503.38	4381
503.42	6176
503.47	4224
503.52	4097
503.56	4339
503.61	4060
503.66	4458
503.7	3888
503.75	3858
503.8	4157
503.84	4102
503.89	4211
503.94	3852
503.98	4965
504.03	4054
504.08	4495
504.13	4171
504.17	3922
504.22	4562
504.27	4261
504.31	4535
504.36	4425
504.4	3715
504.45	4449
504.5	5164
504.54	3807
504.59	4944
504.64	3907
504.68	5464
504.73	3924
504.78	4109
504.82	4132
504.87	3881
504.92	4110
504.96	5378
505.01	3536
505.06	3366
505.1	3768
505.15	4709
505.2	3771
505.24	3122
505.29	4161
505.34	4662
505.38	3972
505.43	3505
505.47	3753
505.52	4182
505.57	3871
505.61	3726
505.66	3412
505.71	3524
505.75	4719
505.8	3201
505.84	3055
505.89	3722
505.94	4876
505.98	3433
506.03	3326
506.08	3571
506.12	4549
506.17	3518
506.21	4746
506.26	4661
506.31	3655
506.35	3626
506.4	4121
506.45	3259
506.49	3388
506.54	3173
506.58	3341
506.63	3648
506.68	3665
506.72	3912
506.77	4650
506.81	4014
506.86	3804
506.91	4218
506.95	4066
507	3309
507.04	3643
507.09	3644
507.14	3975
507.18	4347
507.23	3454
507.27	4163
507.32	3598
507.37	3827
507.41	3139
507.46	3479
507.5	3525
507.55	4235
507.59	3485
507.64	3971
507.69	3555
507.73	3578
507.78	3809
507.82	3120
507.87	3471
507.92	3655
507.96	2903
508.01	3602
508.05	3278
508.1	3301
508.14	3797
508.19	4275
508.24	3673
508.28	3519
508.33	3310
508.37	3994
508.42	4087
508.46	3314
508.51	3681
508.55	3571
508.6	4049
508.65	4121
508.69	4215
508.74	3612
508.78	3773
508.83	3252
508.87	3986
508.92	4005
508.96	3864
509.01	3266
509.06	3742
509.1	3861
509.15	3744
509.19	3574
509.24	3543
509.28	4181
509.33	3406
509.37	3428
509.42	4215
509.46	3207
509.51	3076
509.56	3679
509.6	3580
509.65	2891
509.69	3743
509.74	3190
509.78	3803
509.83	3068
509.87	4141
509.92	4591
509.96	4471
510.01	4479
510.05	3196
510.1	3338
510.14	4289
510.19	4047
510.23	3789
510.28	3478
510.32	4031
510.37	3532
510.41	3265
510.46	3874
510.5	2959
510.55	4103
510.59	3960
510.64	3120
510.69	3543
510.73	4661
510.78	3455
510.82	3224
510.87	4176
510.91	3631
510.96	3384
511	3957
511.05	3900
511.09	3690
511.14	3549
511.18	3456
511.22	5136
511.27	3596
511.31	4479
511.36	4042
511.4	3224
511.45	3758
511.49	3788
511.54	4281
511.58	3821
511.63	4372
511.67	3875
511.72	3334
511.76	3700
511.81	3236
511.85	4370
511.9	3271
511.94	4187
511.99	3030
512.03	3536
512.08	3357
512.12	3231
512.17	3159
512.21	3117
512.26	3870
512.3	3792
512.34	4185
512.39	3235
512.43	4038
512.48	3329
512.52	3838
512.57	2980
512.61	3551
512.66	3537
512.7	3208
512.75	3655
512.79	4120
512.83	4131
512.88	4200
512.92	4136
512.97	3223
513.01	3792
513.06	3313
513.1	4050
513.15	4460
513.19	3635
513.23	3558
513.28	3352
513.32	3767
513.37	3226
513.41	3293
513.46	4543
513.5	3386
513.55	3577
513.59	3349
513.63	3464
513.68	3311
513.72	3759
513.77	3562
513.81	5788
513.85	3320
513.9	4187
513.94	3655
513.99	3847
514.03	3618
514.08	4182
514.12	3879
514.16	4909
514.21	3239
514.25	3099
514.3	3559
514.34	3867
514.38	3802
514.43	4143
514.47	4187
514.52	4423
514.56	3541
514.61	3521
514.65	3753
514.69	3445
514.74	3573
514.78	4564
514.83	3920
514.87	4674
514.91	3416
514.96	4512
515	4382
515.05	3710
515.09	3811
515.13	3240
515.18	4102
515.22	3159
515.26	3905
515.31	4223
515.35	4066
515.4	3595
515.44	3591
515.48	3858
515.53	4153
515.57	4125
515.62	3553
515.66	3959
515.7	3895
515.75	3134
515.79	4314
515.83	4576
515.88	4063
515.92	4971
515.96	4671
516.01	5365
516.05	3892
516.1	3949
516.14	3587
516.18	4367
516.23	3730
516.27	3358
516.31	4290
516.36	4973
516.4	4155
516.44	4243
516.49	3917
516.53	3921
516.58	4412
516.62	3585
516.66	3653
516.71	4024
516.75	4598
516.79	4104
516.84	4218
516.88	4634
516.92	4008
516.97	4613
517.01	5188
517.05	4257
517.1	4433
517.14	5040
517.18	4064
517.23	4690
517.27	4418
517.31	3652
517.36	4490
517.4	4070
517.44	4107
517.49	4501
517.53	5984
517.57	4263
517.62	5587
